244,"m249(3,1)",2.954532603973192083182221284,1.0803701486172688,(1.08018504589-2.42877946873j),(1.08018504589-2.42877946873j),0.020053702991763
1176,"s488(-3,2)",3.989518415870352091097371506,1.2197952467546598,(1.21928314545+2.75158841936j),(1.21928314545+2.75158841936j),0.033831524241448
1588,"m371(1,4)",4.213447249534094637989023763,1.3029336271828424,(0.829408013692-1.70988870228j),(1.09308207808+1.56720179176j),1.025583570371581
1620,"s649(-2,3)",4.229135386220444476180426063,1.3248043317646292,(1.32479490564+2.69032728648j),(1.32479490564+2.69032728648j),0.00475587581873
1861,"m401(3,2)",4.331171543038497337398724305,1.2763058539116563,(1.2761200527+2.84939253371j),(1.2761200527+2.84939253371j),0.020616276463887
2068,"v2910(1,2)",4.415332477453865824949839635,1.2851532370179832,(1.28496428043+2.12940992499j),(1.2849642804+2.12940992499j),0.022573806984855
2396,"s718(3,2)",4.520958828754638964502754481,1.3130295644903232,(1.31277265685-2.65771925417j),(1.31277265685-2.65771925417j),0.024810007699338
2583,"s751(-3,2)",4.578382556732255000518558058,1.2208663533944895,(1.22025385878-2.73305039438j),(1.22025385878-2.73305039438j),0.037059814262893
3172,"v2018(-3,2)",4.728393866321307334953841059,1.1260215650959779,(1.12557666348-2.07341625475j),(1.12557666348-2.07341625475j),0.033513926987019
3224,"s718(-1,3)",4.739474939381317002332618962,1.3546497714811105,(1.3541726241-2.65564828584j),(1.3541726241-2.65564828584j),0.034201041895452
3359,"s718(-2,3)",4.765939917900488964530741437,1.358219325367525,(1.35746649034-2.64736517437j),(1.35746649034-2.64736517437j),0.043027858939646
3403,"s745(2,3)",4.773496107261697180137296442,1.1461990541579326,(1.14563364269+0.958036628749j),(1.14618765487-2.51165381401j),0.02881054013172
3997,"v2018(-2,3)",4.916487503840727827015311005,1.1553435430855594,(1.15533582331-2.07510511519j),(1.15533582331-2.07510511519j),0.004451762499597
4090,"s931(1,3)",4.939237135818606099271006439,1.1813521476392275,(0.553721323662+2.10602849271j),(0.578316485598-1.98160043594j),1.168428961121243
4177,"s901(2,3)",4.961108252494672240492115484,1.1458662052158406,(1.14583975113+1.22895268666j),(1.14583975113+1.22895268666j),0.010350155804541
4364,"v2158(1,3)",4.999189681746137030805268177,1.3294692033867457,(1.32883851703-2.90818082546j),(1.32883851703-2.90818082546j),0.038472098172919
4455,"v3144(4,1)",5.019526438403136031355858254,1.1420136068497315,(1.141989037+2.14326633269j),(1.141989037+2.14326633269j),0.007808426336302
4858,"v2018(1,4)",5.108544087827285063785406805,1.182520920630906,(0.937505991389-2.48851259076j),(1.18252092063-2.12016003776j),0.3259386444606
5451,"v2511(1,3)",5.208795342566194533571731159,1.3434585145380842,(1.34319522748-2.91446592049j),(1.34319522748-2.91446592049j),0.024949662633962
5837,"v2511(2,3)",5.266706925727786329517938694,1.4110423972484689,(1.41099067613-2.87680720077j),(1.41099067612-2.87680720077j),0.011276212200904
5933,"v2674(5,1)",5.278196651153988111484804367,1.3338592990258031,(1.33335994542+2.9077022571j),(1.33335994542+2.9077022571j),0.034276212115204
6016,"v2874(3,2)",5.289510958449635162904342275,1.3746995448502883,(1.3746518359-0.792880517577j),(1.3746518359-0.792880517577j),0.015873151455381
6201,"s932(1,4)",5.320948949027112528857250423,1.2003545989042268,(1.20006450782+1.52113730268j),(1.20006450782+1.52113730268j),0.031539223417855
6277,"v3144(5,1)",5.330245140505174085143889568,1.162285290236549,(1.16161662117+2.14968849422j),(1.16161662117+2.14968849422j),0.040932034066749
6280,"v3106(2,3)",5.330511646511320246355159168,1.227351814777415,(1.22686580144+0.984487117492j),(1.22686580144+0.984487117492j),0.048307664045277
6622,"v3106(3,2)",5.381076353713567972326389243,1.1870127431996935,(1.18656057845+1.01112165439j),(1.18656057845+1.01112165439j),0.04618282791926
6637,"v2674(-1,3)",5.382108387173659716881718025,1.3501687310297643,(1.34940832024+2.90785765955j),(1.34940832024+2.90785765955j),0.042488252508589
7063,"v2674(-2,3)",5.445024395949780983454590220,1.3473904864231649,(1.34681600621+2.90965911567j),(1.34681600621+2.90965911567j),0.036900038965598
7065,"s957(-1,4)",5.445356954640904294132212376,1.2858334666022,(1.16884510261+1.84965438244j),(1.2858334666+1.49351639539j),0.252494332475139
7138,"v2674(6,1)",5.456118962126102599031352095,1.3360787921396595,(1.33562408472+2.90730245753j),(1.33562408472+2.90730245753j),0.0327290421027
7191,"v2674(-6,1)",5.461956145146668745731422980,1.3392263011515573,(1.33905754068+2.90987891028j),(1.33905754068+2.90987891028j),0.019955047342868
7522,"v2794(-2,3)",5.509676989525577537121576098,1.4101801932388129,(1.41016608002+2.87855330609j),(1.41016608002+2.87855330609j),0.005888653733493
8423,"v3377(-3,2)",5.656244176661566325527797619,1.3376651012859284,(1.33749782671-1.89770756628j),(1.33749782671-1.89770756628j),0.022437854123892
8833,"v3030(-3,4)",5.720358000665564364741302989,1.2336511256082023,(1.23360670162-1.57348262984j),(1.23360670162-1.57348262984j),0.012234967520909
8891,"v3318(-2,3)",5.729214985089909213269359484,1.3705522548696125,(1.36982208677+1.35133104895j),(1.36982208677+1.35133104895j),0.053520658252535
9239,"v3106(3,4)",5.785523241561917259397389304,1.2156207368953564,(1.21491045652+1.00808481379j),(1.21491045652+1.00808481379j),0.057957330371579
9573,"v3377(-4,1)",5.843022857858766164008120228,1.3277840734333179,(1.32748314896-1.89833649588j),(1.32748314896-1.89833649588j),0.030031866565598
9587,"v3318(-4,1)",5.844298481829678749914802099,1.3328083257107941,(1.33225933902+1.26816613866j),(1.33225933902+1.26816613866j),0.047324598754684
10692,"v3509(4,1)",6.149807507644924546094077298,1.2752305872115444,(1.2751720285+1.57207627345j),(1.2751720285+1.57207627345j),0.014148736972978
10830,"v3509(3,4)",6.216158614215753561991843773,1.345002210351079,(1.03256723856+1.78821420932j),(1.34500221035+1.64054189173j),0.254319621310818
10868,"v3509(4,3)",6.239196226459644459474757268,1.320445019963643,(1.097865625+1.86317707138j),(1.32044501996+1.59385826314j),0.261626388487866
